,model,step,example_id,pass1,benchmark_id,model_pref,correct,count,step_group_end
75041,cwm-baseline-10,10,instance_ansible__ansible-185d41031660a676c43fbb781cd1335902024bfe-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,1.0,swebench-pro,cwm-baseline,1,1,
75042,cwm-baseline-10,10,instance_qutebrowser__qutebrowser-c0be28ebee3e1837aaf3f30ec534ccd6d038f129-v9f8e9d96c85c85a605e382f1510bd08563afc566,0.0,swebench-pro,cwm-baseline,0,1,
75043,cwm-baseline-10,10,instance_flipt-io__flipt-e42da21a07a5ae35835ec54f74004ebd58713874,0.0,swebench-pro,cwm-baseline,0,1,
75044,cwm-baseline-10,10,instance_ansible__ansible-1a4644ff15355fd696ac5b9d074a566a80fe7ca3-v30a923fb5c164d6cd18280c02422f75e611e8fb2,1.0,swebench-pro,cwm-baseline,1,1,
75045,cwm-baseline-10,10,instance_ansible__ansible-5640093f1ca63fd6af231cc8a7fb7d40e1907b8c-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,0.0,swebench-pro,cwm-baseline,0,1,
75046,cwm-baseline-10,10,instance_qutebrowser__qutebrowser-a25e8a09873838ca9efefd36ea8a45170bbeb95c-vc2f56a753b62a190ddb23cd330c257b9cf560d12,0.0,swebench-pro,cwm-baseline,0,1,
75047,cwm-baseline-10,10,instance_qutebrowser__qutebrowser-996487c43e4fcc265b541f9eca1e7930e3c5cf05-v2ef375ac784985212b1805e1d0431dc8f1b3c171,1.0,swebench-pro,cwm-baseline,1,1,
75048,cwm-baseline-10,10,instance_ansible__ansible-42355d181a11b51ebfc56f6f4b3d9c74e01cb13b-v1055803c3a812189a1133297f7f5468579283f86,0.0,swebench-pro,cwm-baseline,0,1,
75049,cwm-baseline-10,10,instance_NodeBB__NodeBB-bd80d36e0dcf78cd4360791a82966078b3a07712-v4fbcfae8b15e4ce5d132c408bca69ebb9cf146ed,0.0,swebench-pro,cwm-baseline,0,1,
75050,cwm-baseline-10,10,instance_qutebrowser__qutebrowser-9ed748effa8f3bcd804612d9291da017b514e12f-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,0.0,swebench-pro,cwm-baseline,0,1,
75051,cwm-baseline-10,10,instance_ansible__ansible-f327e65d11bb905ed9f15996024f857a95592629-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,1.0,swebench-pro,cwm-baseline,1,1,
75052,cwm-baseline-10,10,instance_qutebrowser__qutebrowser-f8e7fea0becae25ae20606f1422068137189fe9e,0.0,swebench-pro,cwm-baseline,0,1,
75053,cwm-baseline-10,10,instance_NodeBB__NodeBB-84dfda59e6a0e8a77240f939a7cb8757e6eaf945-v2c59007b1005cd5cd14cbb523ca5229db1fd2dd8,0.0,swebench-pro,cwm-baseline,0,1,
75054,cwm-baseline-10,10,instance_ansible__ansible-77658704217d5f166404fc67997203c25381cb6e-v390e508d27db7a51eece36bb6d9698b63a5b638a,0.0,swebench-pro,cwm-baseline,0,1,
75055,cwm-baseline-10,10,instance_qutebrowser__qutebrowser-e34dfc68647d087ca3175d9ad3f023c30d8c9746-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,0.0,swebench-pro,cwm-baseline,0,1,
75056,cwm-baseline-10,10,instance_internetarchive__openlibrary-fad4a40acf5ff5f06cd7441a5c7baf41a7d81fe4-vfa6ff903cb27f336e17654595dd900fa943dcd91,1.0,swebench-pro,cwm-baseline,1,1,
75057,cwm-baseline-10,10,instance_ansible__ansible-5e369604e1930b1a2e071fecd7ec5276ebd12cb1-v0f01c69f1e2528b935359cfe578530722bca2c59,0.0,swebench-pro,cwm-baseline,0,1,
75058,cwm-baseline-10,10,instance_internetarchive__openlibrary-1351c59fd43689753de1fca32c78d539a116ffc1-v29f82c9cf21d57b242f8d8b0e541525d259e2d63,1.0,swebench-pro,cwm-baseline,1,1,
75059,cwm-baseline-10,10,instance_qutebrowser__qutebrowser-1943fa072ec3df5a87e18a23b0916f134c131016-vafb3e8e01b31319c66c4e666b8a3b1d8ba55db24,1.0,swebench-pro,cwm-baseline,1,1,
75060,cwm-baseline-10,10,instance_ansible__ansible-39bd8b99ec8c6624207bf3556ac7f9626dad9173-v1055803c3a812189a1133297f7f5468579283f86,0.0,swebench-pro,cwm-baseline,0,1,
75061,cwm-baseline-10,10,instance_ansible__ansible-935528e22e5283ee3f63a8772830d3d01f55ed8c-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,0.0,swebench-pro,cwm-baseline,0,1,
75062,cwm-baseline-10,10,instance_qutebrowser__qutebrowser-70248f256f93ed9b1984494d0a1a919ddd774892-v2ef375ac784985212b1805e1d0431dc8f1b3c171,0.0,swebench-pro,cwm-baseline,0,1,
75063,cwm-baseline-10,10,instance_NodeBB__NodeBB-f9ce92df988db7c1ae55d9ef96d247d27478bc70-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,1.0,swebench-pro,cwm-baseline,1,1,
75064,cwm-baseline-10,10,instance_element-hq__element-web-ca58617cee8aa91c93553449bfdf9b3465a5119b-vnan,0.0,swebench-pro,cwm-baseline,0,1,
75065,cwm-baseline-10,10,instance_NodeBB__NodeBB-0f788b8eaa4bba3c142d171fd941d015c53b65fc-v0ec6d6c2baf3cb4797482ce4829bc25cd5716649,0.0,swebench-pro,cwm-baseline,0,1,
75066,cwm-baseline-10,10,instance_qutebrowser__qutebrowser-ff1c025ad3210506fc76e1f604d8c8c27637d88e-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,0.0,swebench-pro,cwm-baseline,0,1,
75067,cwm-baseline-10,10,instance_ansible__ansible-a20a52701402a12f91396549df04ac55809f68e9-v1055803c3a812189a1133297f7f5468579283f86,0.0,swebench-pro,cwm-baseline,0,1,
75068,cwm-baseline-10,10,instance_internetarchive__openlibrary-a7b7dc5735a1b3a9824376b1b469b556dd413981-va4315b5dc369c1ef66ae22f9ae4267aa3114e1b3,0.0,swebench-pro,cwm-baseline,0,1,
75069,cwm-baseline-10,10,instance_ansible__ansible-ed6581e4db2f1bec5a772213c3e186081adc162d-v0f01c69f1e2528b935359cfe578530722bca2c59,1.0,swebench-pro,cwm-baseline,1,1,
75070,cwm-baseline-10,10,instance_internetarchive__openlibrary-5c6c22f3d2edf2f1b10f5dc335e32cb6a5f40341-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,1.0,swebench-pro,cwm-baseline,1,1,
75071,cwm-baseline-10,10,instance_qutebrowser__qutebrowser-46e6839e21d9ff72abb6c5d49d5abaa5a8da8a81-v2ef375ac784985212b1805e1d0431dc8f1b3c171,1.0,swebench-pro,cwm-baseline,1,1,
75072,cwm-baseline-10,10,instance_internetarchive__openlibrary-5069b09e5f64428dce59b33455c8bb17fe577070-v8717e18970bcdc4e0d2cea3b1527752b21e74866,0.0,swebench-pro,cwm-baseline,0,1,
75073,cwm-baseline-10,10,instance_NodeBB__NodeBB-0c81642997ea1d827dbd02c311db9d4976112cd4-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,0.0,swebench-pro,cwm-baseline,0,1,
75074,cwm-baseline-10,10,instance_qutebrowser__qutebrowser-5cef49ff3074f9eab1da6937a141a39a20828502-v02ad04386d5238fe2d1a1be450df257370de4b6a,1.0,swebench-pro,cwm-baseline,1,1,
75075,cwm-baseline-10,10,instance_internetarchive__openlibrary-d8162c226a9d576f094dc1830c4c1ffd0be2dd17-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,1.0,swebench-pro,cwm-baseline,1,1,
75076,cwm-baseline-10,10,instance_internetarchive__openlibrary-4a5d2a7d24c9e4c11d3069220c0685b736d5ecde-v13642507b4fc1f8d234172bf8129942da2c2ca26,1.0,swebench-pro,cwm-baseline,1,1,
75077,cwm-baseline-10,10,instance_qutebrowser__qutebrowser-35168ade46184d7e5b91dfa04ca42fe2abd82717-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,0.0,swebench-pro,cwm-baseline,0,1,
75078,cwm-baseline-10,10,instance_ansible__ansible-709484969c8a4ffd74b839a673431a8c5caa6457-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,0.0,swebench-pro,cwm-baseline,0,1,
75079,cwm-baseline-10,10,instance_internetarchive__openlibrary-427f1f4eddfc54735ca451779d4f95bf683d1b0e-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,1.0,swebench-pro,cwm-baseline,1,1,
75080,cwm-baseline-10,10,instance_qutebrowser__qutebrowser-c09e1439f145c66ee3af574386e277dd2388d094-v2ef375ac784985212b1805e1d0431dc8f1b3c171,0.0,swebench-pro,cwm-baseline,0,1,
75081,cwm-baseline-10,10,instance_internetarchive__openlibrary-910b08570210509f3bcfebf35c093a48243fe754-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,0.0,swebench-pro,cwm-baseline,0,1,
75082,cwm-baseline-10,10,instance_qutebrowser__qutebrowser-e57b6e0eeeb656eb2c84d6547d5a0a7333ecee85-v2ef375ac784985212b1805e1d0431dc8f1b3c171,1.0,swebench-pro,cwm-baseline,1,1,
75083,cwm-baseline-10,10,instance_NodeBB__NodeBB-bad15643013ca15affe408b75eba9e47cc604bb2-vd59a5728dfc977f44533186ace531248c2917516,1.0,swebench-pro,cwm-baseline,1,1,
75084,cwm-baseline-10,10,instance_qutebrowser__qutebrowser-66cfa15c372fa9e613ea5a82d3b03e4609399fb6-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,0.0,swebench-pro,cwm-baseline,0,1,
75085,cwm-baseline-10,10,instance_qutebrowser__qutebrowser-3e21c8214a998cb1058defd15aabb24617a76402-v5fc38aaf22415ab0b70567368332beee7955b367,0.0,swebench-pro,cwm-baseline,0,1,
75086,cwm-baseline-10,10,instance_internetarchive__openlibrary-62d2243131a9c7e6aee00d1e9c5660fd5b594e89-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,0.0,swebench-pro,cwm-baseline,0,1,
75087,cwm-baseline-10,10,instance_ansible__ansible-164881d871964aa64e0f911d03ae270acbad253c-v390e508d27db7a51eece36bb6d9698b63a5b638a,1.0,swebench-pro,cwm-baseline,1,1,
75088,cwm-baseline-10,10,instance_ansible__ansible-b5e0293645570f3f404ad1dbbe5f006956ada0df-v0f01c69f1e2528b935359cfe578530722bca2c59,0.0,swebench-pro,cwm-baseline,0,1,
75089,cwm-baseline-10,10,instance_ansible__ansible-748f534312f2073a25a87871f5bd05882891b8c4-v0f01c69f1e2528b935359cfe578530722bca2c59,1.0,swebench-pro,cwm-baseline,1,1,
75090,cwm-baseline-10,10,instance_future-architect__vuls-cc63a0eccfdd318e67c0a6edeffc7bf09b6025c0,1.0,swebench-pro,cwm-baseline,1,1,
75091,cwm-baseline-10,10,instance_element-hq__element-web-6205c70462e0ce2e1e77afb3a70b55d0fdfe1b31-vnan,0.0,swebench-pro,cwm-baseline,0,1,
75092,cwm-baseline-10,10,instance_internetarchive__openlibrary-0d13e6b4bf80bced6c0946b969b9a1b6963f6bce-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,1.0,swebench-pro,cwm-baseline,1,1,
75093,cwm-baseline-10,10,instance_internetarchive__openlibrary-6fdbbeee4c0a7e976ff3e46fb1d36f4eb110c428-v08d8e8889ec945ab821fb156c04c7d2e2810debb,0.0,swebench-pro,cwm-baseline,0,1,
75094,cwm-baseline-10,10,instance_ansible__ansible-a1569ea4ca6af5480cf0b7b3135f5e12add28a44-v0f01c69f1e2528b935359cfe578530722bca2c59,0.0,swebench-pro,cwm-baseline,0,1,
75095,cwm-baseline-10,10,instance_internetarchive__openlibrary-5de7de19211e71b29b2f2ba3b1dff2fe065d660f-v08d8e8889ec945ab821fb156c04c7d2e2810debb,0.0,swebench-pro,cwm-baseline,0,1,
75096,cwm-baseline-10,10,instance_qutebrowser__qutebrowser-50efac08f623644a85441bbe02ab9347d2b71a9d-v9f8e9d96c85c85a605e382f1510bd08563afc566,0.0,swebench-pro,cwm-baseline,0,1,
75097,cwm-baseline-10,10,instance_ansible__ansible-d2f80991180337e2be23d6883064a67dcbaeb662-vba6da65a0f3baefda7a058ebbd0a8dcafb8512f5,0.0,swebench-pro,cwm-baseline,0,1,
75098,cwm-baseline-10,10,instance_ansible__ansible-bec27fb4c0a40c5f8bbcf26a475704227d65ee73-v30a923fb5c164d6cd18280c02422f75e611e8fb2,0.0,swebench-pro,cwm-baseline,0,1,
75099,cwm-baseline-10,10,instance_ansible__ansible-a7d2a4e03209cff1e97e59fd54bb2b05fdbdbec6-v0f01c69f1e2528b935359cfe578530722bca2c59,1.0,swebench-pro,cwm-baseline,1,1,
75100,cwm-baseline-10,10,instance_qutebrowser__qutebrowser-0d2afd58f3d0e34af21cee7d8a3fc9d855594e9f-vnan,1.0,swebench-pro,cwm-baseline,1,1,
75101,cwm-baseline-10,10,instance_NodeBB__NodeBB-cfc237c2b79d8c731bbfc6cadf977ed530bfd57a-v0495b863a912fbff5749c67e860612b91825407c,1.0,swebench-pro,cwm-baseline,1,1,
75102,cwm-baseline-10,10,instance_qutebrowser__qutebrowser-2e961080a85d660148937ee8f0f6b3445a8f2c01-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,0.0,swebench-pro,cwm-baseline,0,1,
75103,cwm-baseline-10,10,instance_flipt-io__flipt-5af0757e96dec4962a076376d1bedc79de0d4249,0.0,swebench-pro,cwm-baseline,0,1,
75104,cwm-baseline-10,10,instance_NodeBB__NodeBB-05f2236193f407cf8e2072757fbd6bb170bc13f0-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,0.0,swebench-pro,cwm-baseline,0,1,
75105,cwm-baseline-10,10,instance_gravitational__teleport-96019ce0be7a2c8e36363f359eb7c943b41dde70,0.0,swebench-pro,cwm-baseline,0,1,
75106,cwm-baseline-10,10,instance_future-architect__vuls-36456cb151894964ba1683ce7da5c35ada789970,1.0,swebench-pro,cwm-baseline,1,1,
75107,cwm-baseline-10,10,instance_ansible__ansible-a26c325bd8f6e2822d9d7e62f77a424c1db4fbf6-v0f01c69f1e2528b935359cfe578530722bca2c59,0.0,swebench-pro,cwm-baseline,0,1,
75108,cwm-baseline-10,10,instance_internetarchive__openlibrary-fdbc0d8f418333c7e575c40b661b582c301ef7ac-v13642507b4fc1f8d234172bf8129942da2c2ca26,0.0,swebench-pro,cwm-baseline,0,1,
75109,cwm-baseline-10,10,instance_internetarchive__openlibrary-9cd47f4dc21e273320d9e30d889c864f8cb20ccf-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,0.0,swebench-pro,cwm-baseline,0,1,
75110,cwm-baseline-10,10,instance_qutebrowser__qutebrowser-a84ecfb80a00f8ab7e341372560458e3f9cfffa2-v2ef375ac784985212b1805e1d0431dc8f1b3c171,1.0,swebench-pro,cwm-baseline,1,1,
75111,cwm-baseline-10,10,instance_NodeBB__NodeBB-2657804c1fb6b84dc76ad3b18ecf061aaab5f29f-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,0.0,swebench-pro,cwm-baseline,0,1,
75112,cwm-baseline-10,10,instance_NodeBB__NodeBB-a917210c5b2c20637094545401f85783905c074c-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,0.0,swebench-pro,cwm-baseline,0,1,
75113,cwm-baseline-10,10,instance_NodeBB__NodeBB-70b4a0e2aebebe8f2f559de6680093d96a697b2f-vnan,0.0,swebench-pro,cwm-baseline,0,1,
75114,cwm-baseline-10,10,instance_ansible__ansible-622a493ae03bd5e5cf517d336fc426e9d12208c7-v906c969b551b346ef54a2c0b41e04f632b7b73c2,0.0,swebench-pro,cwm-baseline,0,1,
75115,cwm-baseline-10,10,instance_ansible__ansible-eea46a0d1b99a6dadedbb6a3502d599235fa7ec3-v390e508d27db7a51eece36bb6d9698b63a5b638a,0.0,swebench-pro,cwm-baseline,0,1,
75116,cwm-baseline-10,10,instance_ansible__ansible-7e1a347695c7987ae56ef1b6919156d9254010ad-v390e508d27db7a51eece36bb6d9698b63a5b638a,0.0,swebench-pro,cwm-baseline,0,1,
75117,cwm-baseline-10,10,instance_internetarchive__openlibrary-2abe28b472ffed563a87cfe83685b161b35263b0-v13642507b4fc1f8d234172bf8129942da2c2ca26,1.0,swebench-pro,cwm-baseline,1,1,
75118,cwm-baseline-10,10,instance_qutebrowser__qutebrowser-21b426b6a20ec1cc5ecad770730641750699757b-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,0.0,swebench-pro,cwm-baseline,0,1,
75119,cwm-baseline-10,10,instance_protonmail__webclients-09fcf0dbdb87fa4f4a27700800ee4a3caed8b413,0.0,swebench-pro,cwm-baseline,0,1,
75120,cwm-baseline-10,10,instance_element-hq__element-web-ad26925bb6628260cfe0fcf90ec0a8cba381f4a4-vnan,0.0,swebench-pro,cwm-baseline,0,1,
75121,cwm-baseline-10,10,instance_internetarchive__openlibrary-1be7de788a444f6255e89c10ef6aa608550604a8-v29f82c9cf21d57b242f8d8b0e541525d259e2d63,0.0,swebench-pro,cwm-baseline,0,1,
75122,cwm-baseline-10,10,instance_internetarchive__openlibrary-60725705782832a2cb22e17c49697948a42a9d03-v298a7a812ceed28c4c18355a091f1b268fe56d86,1.0,swebench-pro,cwm-baseline,1,1,
75123,cwm-baseline-10,10,instance_flipt-io__flipt-21a935ad7886cc50c46852be21b37f363a926af0,1.0,swebench-pro,cwm-baseline,1,1,
75124,cwm-baseline-10,10,instance_qutebrowser__qutebrowser-bedc9f7fadf93f83d8dee95feeecb9922b6f063f-v2ef375ac784985212b1805e1d0431dc8f1b3c171,0.0,swebench-pro,cwm-baseline,0,1,
75125,cwm-baseline-10,10,instance_element-hq__element-web-d405160080bbe804f7e9294067d004a7d4dad9d6-vnan,0.0,swebench-pro,cwm-baseline,0,1,
75126,cwm-baseline-10,10,instance_ansible__ansible-489156378c8e97374a75a544c7c9c2c0dd8146d1-v390e508d27db7a51eece36bb6d9698b63a5b638a,1.0,swebench-pro,cwm-baseline,1,1,
75127,cwm-baseline-10,10,instance_element-hq__element-web-33e8edb3d508d6eefb354819ca693b7accc695e7,0.0,swebench-pro,cwm-baseline,0,1,
75128,cwm-baseline-10,10,instance_element-hq__element-web-18c03daa865d3c5b10e52b669cd50be34c67b2e5-vnan,0.0,swebench-pro,cwm-baseline,0,1,
75129,cwm-baseline-10,10,instance_internetarchive__openlibrary-f3b26c2c0721f8713353fe4b341230332e30008d-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,0.0,swebench-pro,cwm-baseline,0,1,
75130,cwm-baseline-10,10,instance_NodeBB__NodeBB-82562bec444940608052f3e4149e0c61ec80bf3f-vd59a5728dfc977f44533186ace531248c2917516,0.0,swebench-pro,cwm-baseline,0,1,
75131,cwm-baseline-10,10,instance_qutebrowser__qutebrowser-ef5ba1a0360b39f9eff027fbdc57f363597c3c3b-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,0.0,swebench-pro,cwm-baseline,0,1,
