,example_id,min_pass1_of_model,num_solved,models,pass1_of_ex,pass@any_of_ex,tau,example_link
26,GoogleChrome__lighthouse-2016,0.2568627450980392,12,"['20250226_agentless_lite_claude3.5' '20250311_zencoder'
 '20250325_globant_codefixer_agent' '20250401_zencoder'
 '20250509_OpenHands-Versa_claude3.7' '20250528_OpenHands-Versa-claude4'
 '20250531_GUIRepair_gpt41' '20250531_GUIRepair_gpt4o'
 '20250531_GUIRepair_o4mini' '20250611_Refact_Agent_claude-4-sonnet'
 '20250701_GUIRepair_o3' '20251117_codefuse_pycfuse_svr']",1.0,1.0,,GoogleChrome__lighthouse-2016
27,GoogleChrome__lighthouse-2553,,0,[],0.0,0.0,,GoogleChrome__lighthouse-2553
28,GoogleChrome__lighthouse-2610,0.27450980392156865,8,"['20250311_zencoder' '20250325_globant_codefixer_agent'
 '20250401_zencoder' '20250509_OpenHands-Versa_claude3.7'
 '20250528_OpenHands-Versa-claude4'
 '20250611_Refact_Agent_claude-4-sonnet' '20250701_GUIRepair_o3'
 '20251117_codefuse_pycfuse_svr']",0.6666666666666666,0.6666666666666666,0.30697030675746023,GoogleChrome__lighthouse-2610
29,GoogleChrome__lighthouse-3442,0.3,4,"['20250325_globant_codefixer_agent' '20250531_GUIRepair_o4mini'
 '20250701_GUIRepair_o3' '20251117_codefuse_pycfuse_svr']",0.3333333333333333,0.3333333333333333,0.35082320772281167,GoogleChrome__lighthouse-3442
30,GoogleChrome__lighthouse-3583,,0,[],0.0,0.0,,GoogleChrome__lighthouse-3583
31,GoogleChrome__lighthouse-3606,,0,[],0.0,0.0,,GoogleChrome__lighthouse-3606
32,GoogleChrome__lighthouse-3692,,0,[],0.0,0.0,,GoogleChrome__lighthouse-3692
33,GoogleChrome__lighthouse-4036,0.2568627450980392,11,"['20250226_agentless_lite_claude3.5' '20250311_zencoder'
 '20250325_globant_codefixer_agent' '20250401_zencoder'
 '20250528_OpenHands-Versa-claude4' '20250531_GUIRepair_gpt41'
 '20250531_GUIRepair_gpt4o' '20250531_GUIRepair_o4mini'
 '20250611_Refact_Agent_claude-4-sonnet' '20250701_GUIRepair_o3'
 '20251117_codefuse_pycfuse_svr']",0.9166666666666666,0.9166666666666666,-0.03739787960033829,GoogleChrome__lighthouse-4036
34,GoogleChrome__lighthouse-4301,,0,[],0.0,0.0,,GoogleChrome__lighthouse-4301
35,GoogleChrome__lighthouse-5011,0.27450980392156865,5,"['20250311_zencoder' '20250401_zencoder'
 '20250509_OpenHands-Versa_claude3.7'
 '20250611_Refact_Agent_claude-4-sonnet' '20251117_codefuse_pycfuse_svr']",0.4166666666666667,0.4166666666666667,0.1257941804066302,GoogleChrome__lighthouse-5011
36,GoogleChrome__lighthouse-5084,,0,[],0.0,0.0,,GoogleChrome__lighthouse-5084
37,GoogleChrome__lighthouse-5688,0.27450980392156865,8,"['20250311_zencoder' '20250325_globant_codefixer_agent'
 '20250401_zencoder' '20250509_OpenHands-Versa_claude3.7'
 '20250528_OpenHands-Versa-claude4'
 '20250611_Refact_Agent_claude-4-sonnet' '20250701_GUIRepair_o3'
 '20251117_codefuse_pycfuse_svr']",0.6666666666666666,0.6666666666666666,0.30697030675746023,GoogleChrome__lighthouse-5688
38,GoogleChrome__lighthouse-5791,0.36470588235294116,1,['20251117_codefuse_pycfuse_svr'],0.08333333333333333,0.08333333333333333,0.37397879600338285,GoogleChrome__lighthouse-5791
39,GoogleChrome__lighthouse-5871,,0,[],0.0,0.0,,GoogleChrome__lighthouse-5871
40,GoogleChrome__lighthouse-5925,,0,[],0.0,0.0,,GoogleChrome__lighthouse-5925
41,GoogleChrome__lighthouse-6694,,0,[],0.0,0.0,,GoogleChrome__lighthouse-6694
42,GoogleChrome__lighthouse-6922,,0,[],0.0,0.0,,GoogleChrome__lighthouse-6922
43,GoogleChrome__lighthouse-6989,,0,[],0.0,0.0,,GoogleChrome__lighthouse-6989
44,GoogleChrome__lighthouse-7210,,0,[],0.0,0.0,,GoogleChrome__lighthouse-7210
45,GoogleChrome__lighthouse-7356,,0,[],0.0,0.0,,GoogleChrome__lighthouse-7356
46,GoogleChrome__lighthouse-8940,0.27450980392156865,5,"['20250311_zencoder' '20250325_globant_codefixer_agent'
 '20250401_zencoder' '20250531_GUIRepair_o4mini'
 '20251117_codefuse_pycfuse_svr']",0.4166666666666667,0.4166666666666667,-0.1257941804066302,GoogleChrome__lighthouse-8940
47,GoogleChrome__lighthouse-9151,,0,[],0.0,0.0,,GoogleChrome__lighthouse-9151
48,GoogleChrome__lighthouse-9291,,0,[],0.0,0.0,,GoogleChrome__lighthouse-9291
49,GoogleChrome__lighthouse-9334,,0,[],0.0,0.0,,GoogleChrome__lighthouse-9334
50,GoogleChrome__lighthouse-9451,,0,[],0.0,0.0,,GoogleChrome__lighthouse-9451
51,GoogleChrome__lighthouse-9727,,0,[],0.0,0.0,,GoogleChrome__lighthouse-9727
52,GoogleChrome__lighthouse-9903,,0,[],0.0,0.0,,GoogleChrome__lighthouse-9903
53,GoogleChrome__lighthouse-9932,,0,[],0.0,0.0,,GoogleChrome__lighthouse-9932
54,PrismJS__prism-1500,0.3607843137254902,1,['20250611_Refact_Agent_claude-4-sonnet'],0.08333333333333333,0.08333333333333333,0.261785157202368,PrismJS__prism-1500
55,PrismJS__prism-1572,,0,[],0.0,0.0,,PrismJS__prism-1572
56,PrismJS__prism-1573,,0,[],0.0,0.0,,PrismJS__prism-1573
57,PrismJS__prism-1585,0.2568627450980392,12,"['20250226_agentless_lite_claude3.5' '20250311_zencoder'
 '20250325_globant_codefixer_agent' '20250401_zencoder'
 '20250509_OpenHands-Versa_claude3.7' '20250528_OpenHands-Versa-claude4'
 '20250531_GUIRepair_gpt41' '20250531_GUIRepair_gpt4o'
 '20250531_GUIRepair_o4mini' '20250611_Refact_Agent_claude-4-sonnet'
 '20250701_GUIRepair_o3' '20251117_codefuse_pycfuse_svr']",1.0,1.0,,PrismJS__prism-1585
58,PrismJS__prism-1602,0.2568627450980392,11,"['20250226_agentless_lite_claude3.5' '20250311_zencoder'
 '20250401_zencoder' '20250509_OpenHands-Versa_claude3.7'
 '20250528_OpenHands-Versa-claude4' '20250531_GUIRepair_gpt41'
 '20250531_GUIRepair_gpt4o' '20250531_GUIRepair_o4mini'
 '20250611_Refact_Agent_claude-4-sonnet' '20250701_GUIRepair_o3'
 '20251117_codefuse_pycfuse_svr']",0.9166666666666666,0.9166666666666666,0.261785157202368,PrismJS__prism-1602
59,PrismJS__prism-1747,,0,[],0.0,0.0,,PrismJS__prism-1747
60,PrismJS__prism-1853,0.307843137254902,4,"['20250509_OpenHands-Versa_claude3.7' '20250531_GUIRepair_gpt4o'
 '20250611_Refact_Agent_claude-4-sonnet' '20251117_codefuse_pycfuse_svr']",0.3333333333333333,0.3333333333333333,0.2850438562747845,PrismJS__prism-1853
61,PrismJS__prism-1887,0.3156862745098039,3,"['20250528_OpenHands-Versa-claude4' '20250531_GUIRepair_gpt41'
 '20250611_Refact_Agent_claude-4-sonnet']",0.25,0.25,0.26257545381445874,PrismJS__prism-1887
62,PrismJS__prism-1895,0.27450980392156865,8,"['20250311_zencoder' '20250401_zencoder'
 '20250509_OpenHands-Versa_claude3.7' '20250528_OpenHands-Versa-claude4'
 '20250531_GUIRepair_gpt41' '20250611_Refact_Agent_claude-4-sonnet'
 '20250701_GUIRepair_o3' '20251117_codefuse_pycfuse_svr']",0.6666666666666666,0.6666666666666666,0.4385290096535146,PrismJS__prism-1895
63,PrismJS__prism-1897,,0,[],0.0,0.0,,PrismJS__prism-1897
64,PrismJS__prism-2029,,0,[],0.0,0.0,,PrismJS__prism-2029
65,PrismJS__prism-2182,0.2568627450980392,12,"['20250226_agentless_lite_claude3.5' '20250311_zencoder'
 '20250325_globant_codefixer_agent' '20250401_zencoder'
 '20250509_OpenHands-Versa_claude3.7' '20250528_OpenHands-Versa-claude4'
 '20250531_GUIRepair_gpt41' '20250531_GUIRepair_gpt4o'
 '20250531_GUIRepair_o4mini' '20250611_Refact_Agent_claude-4-sonnet'
 '20250701_GUIRepair_o3' '20251117_codefuse_pycfuse_svr']",1.0,1.0,,PrismJS__prism-2182
66,PrismJS__prism-2195,0.307843137254902,5,"['20250528_OpenHands-Versa-claude4' '20250531_GUIRepair_gpt41'
 '20250531_GUIRepair_gpt4o' '20250531_GUIRepair_o4mini'
 '20250701_GUIRepair_o3']",0.4166666666666667,0.4166666666666667,0.2515883608132604,PrismJS__prism-2195
67,PrismJS__prism-2295,,0,[],0.0,0.0,,PrismJS__prism-2295
68,PrismJS__prism-2348,,0,[],0.0,0.0,,PrismJS__prism-2348
69,PrismJS__prism-2622,,0,[],0.0,0.0,,PrismJS__prism-2622
70,PrismJS__prism-2649,,0,[],0.0,0.0,,PrismJS__prism-2649
71,PrismJS__prism-2678,,0,[],0.0,0.0,,PrismJS__prism-2678
72,PrismJS__prism-2680,,0,[],0.0,0.0,,PrismJS__prism-2680
73,PrismJS__prism-2686,,0,[],0.0,0.0,,PrismJS__prism-2686
74,PrismJS__prism-2703,0.2568627450980392,11,"['20250226_agentless_lite_claude3.5' '20250311_zencoder'
 '20250325_globant_codefixer_agent' '20250401_zencoder'
 '20250509_OpenHands-Versa_claude3.7' '20250528_OpenHands-Versa-claude4'
 '20250531_GUIRepair_gpt41' '20250531_GUIRepair_gpt4o'
 '20250611_Refact_Agent_claude-4-sonnet' '20250701_GUIRepair_o3'
 '20251117_codefuse_pycfuse_svr']",0.9166666666666666,0.9166666666666666,-0.11219363880101488,PrismJS__prism-2703
75,PrismJS__prism-2705,0.3156862745098039,4,"['20250528_OpenHands-Versa-claude4' '20250531_GUIRepair_gpt41'
 '20250611_Refact_Agent_claude-4-sonnet' '20250701_GUIRepair_o3']",0.3333333333333333,0.3333333333333333,0.4604554601361903,PrismJS__prism-2705
76,PrismJS__prism-2713,,0,[],0.0,0.0,,PrismJS__prism-2713
77,PrismJS__prism-2754,,0,[],0.0,0.0,,PrismJS__prism-2754
78,PrismJS__prism-2782,,0,[],0.0,0.0,,PrismJS__prism-2782
79,PrismJS__prism-2792,,0,[],0.0,0.0,,PrismJS__prism-2792
80,PrismJS__prism-2841,,0,[],0.0,0.0,,PrismJS__prism-2841
81,PrismJS__prism-2861,0.27450980392156865,6,"['20250311_zencoder' '20250325_globant_codefixer_agent'
 '20250401_zencoder' '20250528_OpenHands-Versa-claude4'
 '20250531_GUIRepair_o4mini' '20250611_Refact_Agent_claude-4-sonnet']",0.5,0.5,-0.08268982305947231,PrismJS__prism-2861
82,PrismJS__prism-2946,0.34901960784313724,1,['20250528_OpenHands-Versa-claude4'],0.08333333333333333,0.08333333333333333,0.18698939800169143,PrismJS__prism-2946
83,PrismJS__prism-3001,,0,[],0.0,0.0,,PrismJS__prism-3001
84,PrismJS__prism-3050,,0,[],0.0,0.0,,PrismJS__prism-3050
85,PrismJS__prism-3141,,0,[],0.0,0.0,,PrismJS__prism-3141
86,PrismJS__prism-3174,0.2568627450980392,11,"['20250226_agentless_lite_claude3.5' '20250311_zencoder'
 '20250401_zencoder' '20250509_OpenHands-Versa_claude3.7'
 '20250528_OpenHands-Versa-claude4' '20250531_GUIRepair_gpt41'
 '20250531_GUIRepair_gpt4o' '20250531_GUIRepair_o4mini'
 '20250611_Refact_Agent_claude-4-sonnet' '20250701_GUIRepair_o3'
 '20251117_codefuse_pycfuse_svr']",0.9166666666666666,0.9166666666666666,0.261785157202368,PrismJS__prism-3174
87,PrismJS__prism-3351,,0,[],0.0,0.0,,PrismJS__prism-3351
88,PrismJS__prism-3355,,0,[],0.0,0.0,,PrismJS__prism-3355
89,PrismJS__prism-3372,,0,[],0.0,0.0,,PrismJS__prism-3372
90,PrismJS__prism-3438,0.34901960784313724,2,['20250528_OpenHands-Versa-claude4' '20251117_codefuse_pycfuse_svr'],0.16666666666666666,0.16666666666666666,0.41602514716892186,PrismJS__prism-3438
91,PrismJS__prism-3442,0.3176470588235294,1,['20250509_OpenHands-Versa_claude3.7'],0.08333333333333333,0.08333333333333333,0.03739787960033829,PrismJS__prism-3442
92,alibaba-fusion__next-101,,0,[],0.0,0.0,,alibaba-fusion__next-101
93,alibaba-fusion__next-1063,0.2568627450980392,12,"['20250226_agentless_lite_claude3.5' '20250311_zencoder'
 '20250325_globant_codefixer_agent' '20250401_zencoder'
 '20250509_OpenHands-Versa_claude3.7' '20250528_OpenHands-Versa-claude4'
 '20250531_GUIRepair_gpt41' '20250531_GUIRepair_gpt4o'
 '20250531_GUIRepair_o4mini' '20250611_Refact_Agent_claude-4-sonnet'
 '20250701_GUIRepair_o3' '20251117_codefuse_pycfuse_svr']",1.0,1.0,,alibaba-fusion__next-1063
94,alibaba-fusion__next-1064,0.2568627450980392,12,"['20250226_agentless_lite_claude3.5' '20250311_zencoder'
 '20250325_globant_codefixer_agent' '20250401_zencoder'
 '20250509_OpenHands-Versa_claude3.7' '20250528_OpenHands-Versa-claude4'
 '20250531_GUIRepair_gpt41' '20250531_GUIRepair_gpt4o'
 '20250531_GUIRepair_o4mini' '20250611_Refact_Agent_claude-4-sonnet'
 '20250701_GUIRepair_o3' '20251117_codefuse_pycfuse_svr']",1.0,1.0,,alibaba-fusion__next-1064
95,alibaba-fusion__next-1067,0.2568627450980392,11,"['20250226_agentless_lite_claude3.5' '20250311_zencoder'
 '20250325_globant_codefixer_agent' '20250401_zencoder'
 '20250509_OpenHands-Versa_claude3.7' '20250528_OpenHands-Versa-claude4'
 '20250531_GUIRepair_gpt4o' '20250531_GUIRepair_o4mini'
 '20250611_Refact_Agent_claude-4-sonnet' '20250701_GUIRepair_o3'
 '20251117_codefuse_pycfuse_svr']",0.9166666666666666,0.9166666666666666,0.03739787960033829,alibaba-fusion__next-1067
96,alibaba-fusion__next-114,,0,[],0.0,0.0,,alibaba-fusion__next-114
97,alibaba-fusion__next-1500,,0,[],0.0,0.0,,alibaba-fusion__next-1500
98,alibaba-fusion__next-1509,0.27450980392156865,10,"['20250311_zencoder' '20250325_globant_codefixer_agent'
 '20250401_zencoder' '20250509_OpenHands-Versa_claude3.7'
 '20250528_OpenHands-Versa-claude4' '20250531_GUIRepair_gpt4o'
 '20250531_GUIRepair_o4mini' '20250611_Refact_Agent_claude-4-sonnet'
 '20250701_GUIRepair_o3' '20251117_codefuse_pycfuse_svr']",0.8333333333333334,0.8333333333333334,0.3328201177351375,alibaba-fusion__next-1509
99,alibaba-fusion__next-1586,0.27450980392156865,11,"['20250311_zencoder' '20250325_globant_codefixer_agent'
 '20250401_zencoder' '20250509_OpenHands-Versa_claude3.7'
 '20250528_OpenHands-Versa-claude4' '20250531_GUIRepair_gpt41'
 '20250531_GUIRepair_gpt4o' '20250531_GUIRepair_o4mini'
 '20250611_Refact_Agent_claude-4-sonnet' '20250701_GUIRepair_o3'
 '20251117_codefuse_pycfuse_svr']",0.9166666666666666,0.9166666666666666,0.41137667560372115,alibaba-fusion__next-1586
100,alibaba-fusion__next-1708,,0,[],0.0,0.0,,alibaba-fusion__next-1708
101,alibaba-fusion__next-1720,,0,[],0.0,0.0,,alibaba-fusion__next-1720
102,alibaba-fusion__next-1742,,0,[],0.0,0.0,,alibaba-fusion__next-1742
103,alibaba-fusion__next-1788,,0,[],0.0,0.0,,alibaba-fusion__next-1788
104,alibaba-fusion__next-1807,,0,[],0.0,0.0,,alibaba-fusion__next-1807
105,alibaba-fusion__next-2131,,0,[],0.0,0.0,,alibaba-fusion__next-2131
106,alibaba-fusion__next-2164,,0,[],0.0,0.0,,alibaba-fusion__next-2164
107,alibaba-fusion__next-2355,,0,[],0.0,0.0,,alibaba-fusion__next-2355
108,alibaba-fusion__next-2860,,0,[],0.0,0.0,,alibaba-fusion__next-2860
109,alibaba-fusion__next-2919,,0,[],0.0,0.0,,alibaba-fusion__next-2919
110,alibaba-fusion__next-2923,,0,[],0.0,0.0,,alibaba-fusion__next-2923
111,alibaba-fusion__next-2984,0.2568627450980392,10,"['20250226_agentless_lite_claude3.5' '20250311_zencoder'
 '20250325_globant_codefixer_agent' '20250401_zencoder'
 '20250509_OpenHands-Versa_claude3.7' '20250528_OpenHands-Versa-claude4'
 '20250531_GUIRepair_gpt41' '20250531_GUIRepair_o4mini'
 '20250701_GUIRepair_o3' '20251117_codefuse_pycfuse_svr']",0.8333333333333334,0.8333333333333334,-0.05547001962252292,alibaba-fusion__next-2984
112,alibaba-fusion__next-3034,,0,[],0.0,0.0,,alibaba-fusion__next-3034
113,alibaba-fusion__next-3198,,0,[],0.0,0.0,,alibaba-fusion__next-3198
114,alibaba-fusion__next-3218,,0,[],0.0,0.0,,alibaba-fusion__next-3218
115,alibaba-fusion__next-3345,,0,[],0.0,0.0,,alibaba-fusion__next-3345
116,alibaba-fusion__next-3445,,0,[],0.0,0.0,,alibaba-fusion__next-3445
117,alibaba-fusion__next-3454,0.2568627450980392,8,"['20250226_agentless_lite_claude3.5' '20250325_globant_codefixer_agent'
 '20250528_OpenHands-Versa-claude4' '20250531_GUIRepair_gpt4o'
 '20250531_GUIRepair_o4mini' '20250611_Refact_Agent_claude-4-sonnet'
 '20250701_GUIRepair_o3' '20251117_codefuse_pycfuse_svr']",0.6666666666666666,0.6666666666666666,0.26311740579210874,alibaba-fusion__next-3454
118,alibaba-fusion__next-3724,,0,[],0.0,0.0,,alibaba-fusion__next-3724
119,alibaba-fusion__next-3947,,0,[],0.0,0.0,,alibaba-fusion__next-3947
120,alibaba-fusion__next-4021,,0,[],0.0,0.0,,alibaba-fusion__next-4021
121,alibaba-fusion__next-4182,0.307843137254902,7,"['20250509_OpenHands-Versa_claude3.7' '20250531_GUIRepair_gpt41'
 '20250531_GUIRepair_gpt4o' '20250531_GUIRepair_o4mini'
 '20250611_Refact_Agent_claude-4-sonnet' '20250701_GUIRepair_o3'
 '20251117_codefuse_pycfuse_svr']",0.5833333333333334,0.5833333333333334,0.5241424183609592,alibaba-fusion__next-4182
122,alibaba-fusion__next-4806,0.36470588235294116,1,['20251117_codefuse_pycfuse_svr'],0.08333333333333333,0.08333333333333333,0.37397879600338285,alibaba-fusion__next-4806
123,alibaba-fusion__next-4859,,0,[],0.0,0.0,,alibaba-fusion__next-4859
124,alibaba-fusion__next-665,,0,[],0.0,0.0,,alibaba-fusion__next-665
125,alibaba-fusion__next-717,0.3,8,"['20250325_globant_codefixer_agent' '20250509_OpenHands-Versa_claude3.7'
 '20250528_OpenHands-Versa-claude4' '20250531_GUIRepair_gpt41'
 '20250531_GUIRepair_gpt4o' '20250531_GUIRepair_o4mini'
 '20250611_Refact_Agent_claude-4-sonnet' '20250701_GUIRepair_o3']",0.6666666666666666,0.6666666666666666,0.2850438562747845,alibaba-fusion__next-717
126,alibaba-fusion__next-870,,0,[],0.0,0.0,,alibaba-fusion__next-870
127,alibaba-fusion__next-877,0.2568627450980392,8,"['20250226_agentless_lite_claude3.5' '20250325_globant_codefixer_agent'
 '20250528_OpenHands-Versa-claude4' '20250531_GUIRepair_gpt41'
 '20250531_GUIRepair_gpt4o' '20250531_GUIRepair_o4mini'
 '20250701_GUIRepair_o3' '20251117_codefuse_pycfuse_svr']",0.6666666666666666,0.6666666666666666,0.08770580193070292,alibaba-fusion__next-877
128,alibaba-fusion__next-895,0.3,2,['20250325_globant_codefixer_agent' '20250531_GUIRepair_gpt41'],0.16666666666666666,0.16666666666666666,-0.22188007849009167,alibaba-fusion__next-895
129,alibaba-fusion__next-94,,0,[],0.0,0.0,,alibaba-fusion__next-94
130,alibaba-fusion__next-966,,0,[],0.0,0.0,,alibaba-fusion__next-966
131,bpmn-io__bpmn-js-1011,,0,[],0.0,0.0,,bpmn-io__bpmn-js-1011
132,bpmn-io__bpmn-js-1080,0.307843137254902,1,['20250531_GUIRepair_gpt4o'],0.08333333333333333,0.08333333333333333,-0.18698939800169143,bpmn-io__bpmn-js-1080
133,bpmn-io__bpmn-js-1083,0.3176470588235294,3,"['20250509_OpenHands-Versa_claude3.7' '20250528_OpenHands-Versa-claude4'
 '20250531_GUIRepair_o4mini']",0.25,0.25,0.21483446221182986,bpmn-io__bpmn-js-1083
134,bpmn-io__bpmn-js-1085,0.307843137254902,2,['20250531_GUIRepair_gpt4o' '20250531_GUIRepair_o4mini'],0.16666666666666666,0.16666666666666666,-0.05547001962252292,bpmn-io__bpmn-js-1085
135,bpmn-io__bpmn-js-1092,0.3431372549019608,1,['20250531_GUIRepair_o4mini'],0.08333333333333333,0.08333333333333333,0.11219363880101488,bpmn-io__bpmn-js-1092
136,bpmn-io__bpmn-js-1119,0.2568627450980392,5,"['20250226_agentless_lite_claude3.5' '20250509_OpenHands-Versa_claude3.7'
 '20250611_Refact_Agent_claude-4-sonnet' '20250701_GUIRepair_o3'
 '20251117_codefuse_pycfuse_svr']",0.4166666666666667,0.4166666666666667,0.35641684448545224,bpmn-io__bpmn-js-1119
137,bpmn-io__bpmn-js-1143,0.3,3,"['20250325_globant_codefixer_agent' '20250701_GUIRepair_o3'
 '20251117_codefuse_pycfuse_svr']",0.25,0.25,0.31031644541708764,bpmn-io__bpmn-js-1143
138,bpmn-io__bpmn-js-1151,0.3,3,"['20250325_globant_codefixer_agent' '20250509_OpenHands-Versa_claude3.7'
 '20250531_GUIRepair_gpt41']",0.25,0.25,-0.16709347060920102,bpmn-io__bpmn-js-1151
139,bpmn-io__bpmn-js-1168,0.307843137254902,4,"['20250509_OpenHands-Versa_claude3.7' '20250528_OpenHands-Versa-claude4'
 '20250531_GUIRepair_gpt4o' '20250611_Refact_Agent_claude-4-sonnet']",0.3333333333333333,0.3333333333333333,0.17541160386140583,bpmn-io__bpmn-js-1168
140,bpmn-io__bpmn-js-1172,0.27450980392156865,8,"['20250311_zencoder' '20250325_globant_codefixer_agent'
 '20250401_zencoder' '20250509_OpenHands-Versa_claude3.7'
 '20250531_GUIRepair_o4mini' '20250611_Refact_Agent_claude-4-sonnet'
 '20250701_GUIRepair_o3' '20251117_codefuse_pycfuse_svr']",0.6666666666666666,0.6666666666666666,0.26311740579210874,bpmn-io__bpmn-js-1172
141,bpmn-io__bpmn-js-1174,0.3607843137254902,1,['20250611_Refact_Agent_claude-4-sonnet'],0.08333333333333333,0.08333333333333333,0.261785157202368,bpmn-io__bpmn-js-1174
142,bpmn-io__bpmn-js-1179,0.34901960784313724,1,['20250528_OpenHands-Versa-claude4'],0.08333333333333333,0.08333333333333333,0.18698939800169143,bpmn-io__bpmn-js-1179
143,bpmn-io__bpmn-js-1192,,0,[],0.0,0.0,,bpmn-io__bpmn-js-1192
144,bpmn-io__bpmn-js-1196,0.2568627450980392,7,"['20250226_agentless_lite_claude3.5' '20250509_OpenHands-Versa_claude3.7'
 '20250528_OpenHands-Versa-claude4' '20250531_GUIRepair_gpt41'
 '20250531_GUIRepair_gpt4o' '20250701_GUIRepair_o3'
 '20251117_codefuse_pycfuse_svr']",0.5833333333333334,0.5833333333333334,0.1886912706099453,bpmn-io__bpmn-js-1196
145,bpmn-io__bpmn-js-1198,0.3,3,"['20250325_globant_codefixer_agent' '20250509_OpenHands-Versa_claude3.7'
 '20250528_OpenHands-Versa-claude4']",0.25,0.25,-0.023870495801314433,bpmn-io__bpmn-js-1198
146,bpmn-io__bpmn-js-1200,0.3431372549019608,4,"['20250528_OpenHands-Versa-claude4' '20250531_GUIRepair_o4mini'
 '20250701_GUIRepair_o3' '20251117_codefuse_pycfuse_svr']",0.3333333333333333,0.3333333333333333,0.6139406135149205,bpmn-io__bpmn-js-1200
147,bpmn-io__bpmn-js-1203,,0,[],0.0,0.0,,bpmn-io__bpmn-js-1203
148,bpmn-io__bpmn-js-1206,0.3431372549019608,2,['20250531_GUIRepair_o4mini' '20250701_GUIRepair_o3'],0.16666666666666666,0.16666666666666666,0.3605551275463989,bpmn-io__bpmn-js-1206
149,bpmn-io__bpmn-js-1221,0.307843137254902,4,"['20250528_OpenHands-Versa-claude4' '20250531_GUIRepair_gpt4o'
 '20250611_Refact_Agent_claude-4-sonnet' '20251117_codefuse_pycfuse_svr']",0.3333333333333333,0.3333333333333333,0.37274965820548744,bpmn-io__bpmn-js-1221
150,bpmn-io__bpmn-js-1236,,0,[],0.0,0.0,,bpmn-io__bpmn-js-1236
