,model,benchmark_id,temperature,rl_thinking_length,example_id,count,correct,pass1
11714,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,162,4,0,0.0
11715,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,163,4,4,1.0
11716,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,164,4,4,1.0
11717,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,165,4,4,1.0
11718,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,166,4,4,1.0
11719,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,167,4,4,1.0
11720,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,168,4,4,1.0
11721,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,169,4,0,0.0
11722,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,170,4,4,1.0
11723,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,171,4,4,1.0
11724,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,172,4,4,1.0
11725,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,173,4,4,1.0
11726,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,174,4,4,1.0
11727,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,175,4,4,1.0
11728,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,176,4,4,1.0
11729,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,177,4,0,0.0
11730,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,178,4,4,1.0
11731,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,179,4,4,1.0
11732,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,180,4,4,1.0
11733,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,181,4,4,1.0
11734,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,182,4,0,0.0
11735,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,183,4,4,1.0
11736,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,184,4,4,1.0
11737,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,185,4,0,0.0
11738,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,186,4,4,1.0
11739,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,187,4,4,1.0
11740,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,188,4,4,1.0
11741,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,189,4,0,0.0
11742,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,190,4,4,1.0
11743,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,191,4,0,0.0
11744,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,192,4,0,0.0
11745,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,193,4,0,0.0
11746,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,194,4,0,0.0
11747,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,195,4,4,1.0
11748,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,196,4,4,1.0
11749,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,197,4,0,0.0
11750,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,198,4,4,1.0
11751,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,199,4,4,1.0
11752,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,200,4,4,1.0
11753,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,201,4,4,1.0
11754,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,202,4,4,1.0
11755,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,203,4,0,0.0
11756,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,204,4,4,1.0
11757,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,205,4,0,0.0
11758,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,206,4,4,1.0
11759,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,207,4,4,1.0
11760,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,208,4,4,1.0
11761,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,209,4,4,1.0
11762,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,210,4,4,1.0
11763,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,211,4,4,1.0
11764,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,212,4,4,1.0
11765,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,213,4,0,0.0
11766,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,214,4,0,0.0
11767,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,215,4,4,1.0
11768,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,216,4,4,1.0
11769,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,217,4,4,1.0
11770,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,218,4,4,1.0
11771,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,219,4,0,0.0
11772,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,220,4,4,1.0
11773,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,221,4,4,1.0
11774,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,222,4,4,1.0
11775,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,223,4,4,1.0
11776,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,224,4,4,1.0
11777,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,225,4,4,1.0
11778,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,226,4,4,1.0
11779,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,227,4,4,1.0
11780,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,228,4,4,1.0
11781,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,229,4,4,1.0
11782,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,230,4,4,1.0
11783,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,231,4,4,1.0
11784,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,232,4,0,0.0
11785,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,233,4,0,0.0
11786,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,234,4,0,0.0
11787,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,235,4,4,1.0
11788,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,236,4,0,0.0
11789,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,237,4,4,1.0
11790,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,238,4,4,1.0
11791,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,239,4,4,1.0
11792,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,240,4,4,1.0
11793,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,241,4,4,1.0
11794,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,242,4,0,0.0
11795,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,243,4,4,1.0
11796,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,244,4,0,0.0
11797,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,245,4,0,0.0
11798,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,246,4,4,1.0
11799,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,247,4,4,1.0
11800,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,248,4,4,1.0
11801,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,249,4,4,1.0
11802,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,250,4,4,1.0
11803,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,251,4,4,1.0
11804,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,252,4,0,0.0
11805,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,253,4,4,1.0
11806,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,254,4,4,1.0
11807,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,255,4,0,0.0
11808,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,256,4,4,1.0
11809,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,257,4,4,1.0
11810,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,258,4,4,1.0
11811,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,259,4,4,1.0
11812,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,260,4,4,1.0
11813,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,261,4,4,1.0
11814,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,262,4,0,0.0
11815,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,263,4,4,1.0
11816,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,264,4,4,1.0
11817,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,265,4,4,1.0
11818,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,266,4,4,1.0
11819,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,267,4,4,1.0
11820,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,268,4,4,1.0
11821,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,269,4,0,0.0
11822,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,270,4,4,1.0
11823,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,271,4,4,1.0
11824,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,272,4,4,1.0
11825,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,273,4,4,1.0
11826,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,274,4,4,1.0
11827,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,275,4,4,1.0
11828,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,276,4,4,1.0
11829,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,277,4,4,1.0
11830,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,278,4,4,1.0
11831,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,279,4,4,1.0
11832,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,280,4,4,1.0
11833,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,281,4,4,1.0
11834,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,282,4,4,1.0
11835,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,283,4,4,1.0
11836,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,284,4,4,1.0
11837,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,285,4,4,1.0
11838,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,286,4,4,1.0
11839,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,287,4,0,0.0
11840,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,288,4,4,1.0
11841,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,289,4,0,0.0
11842,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,290,4,4,1.0
11843,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,291,4,4,1.0
11844,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,292,4,4,1.0
11845,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,293,4,4,1.0
11846,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,294,4,4,1.0
11847,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,295,4,4,1.0
11848,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,296,4,4,1.0
11849,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,297,4,4,1.0
11850,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,298,4,4,1.0
11851,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,299,4,4,1.0
11852,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,300,4,4,1.0
11853,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,301,4,4,1.0
11854,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,302,4,4,1.0
11855,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,303,4,0,0.0
11856,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,304,4,4,1.0
11857,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,305,4,4,1.0
11858,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,306,4,4,1.0
11859,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,307,4,4,1.0
11860,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,308,4,4,1.0
11861,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,309,4,4,1.0
11862,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,310,4,4,1.0
11863,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,311,4,4,1.0
11864,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,312,4,4,1.0
11865,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,313,4,4,1.0
11866,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,314,4,4,1.0
11867,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,315,4,4,1.0
11868,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,316,4,4,1.0
11869,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,317,4,4,1.0
11870,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,318,4,4,1.0
11871,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,319,4,4,1.0
11872,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,320,4,0,0.0
11873,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,321,4,4,1.0
11874,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,322,4,4,1.0
11875,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,323,4,4,1.0
11876,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,324,4,0,0.0
11877,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,325,4,4,1.0
11878,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,326,4,4,1.0
11879,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,327,4,4,1.0
11880,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,328,4,4,1.0
11881,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,329,4,4,1.0
11882,llama-3.1-70B-instruct,mgsm_cot,1.0,-1,330,4,4,1.0
