,model,benchmark_id,temperature,rl_thinking_length,example_id,count,correct,pass1
4843,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,45,13,0,0.0
4844,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,46,13,0,0.0
4845,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,47,13,1,0.0769230769
4846,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,48,13,5,0.3846153846
4847,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,49,13,1,0.0769230769
4848,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,50,13,0,0.0
4849,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,51,13,1,0.0769230769
4850,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,52,13,0,0.0
4851,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,53,13,0,0.0
4852,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,54,13,0,0.0
4853,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,55,13,9,0.6923076923
4854,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,56,13,2,0.1538461538
4855,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,57,13,0,0.0
4856,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,58,13,0,0.0
4857,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,59,13,0,0.0
4858,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,60,13,0,0.0
4859,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,61,13,0,0.0
4860,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,62,13,0,0.0
4861,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,63,13,0,0.0
4862,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,64,13,0,0.0
4863,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,65,13,0,0.0
4864,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,66,13,0,0.0
4865,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,67,13,0,0.0
4866,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,68,13,0,0.0
4867,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,69,13,5,0.3846153846
4868,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,70,13,0,0.0
4869,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,71,13,5,0.3846153846
4870,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,72,13,4,0.3076923077
4871,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,73,13,0,0.0
4872,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,74,13,0,0.0
4873,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,75,13,0,0.0
4874,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,76,13,0,0.0
4875,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,77,13,1,0.0769230769
4876,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,78,13,0,0.0
4877,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,79,13,6,0.4615384615
4878,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,80,13,0,0.0
4879,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,81,13,0,0.0
4880,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,82,13,1,0.0769230769
4881,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,83,13,6,0.4615384615
4882,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,84,13,0,0.0
4883,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,85,13,0,0.0
4884,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,86,13,0,0.0
4885,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,87,13,0,0.0
4886,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,88,13,0,0.0
4887,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,89,13,2,0.1538461538
4888,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,90,13,0,0.0
4889,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,91,13,1,0.0769230769
4890,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,92,13,0,0.0
4891,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,93,13,0,0.0
4892,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,94,13,0,0.0
4893,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,95,13,2,0.1538461538
4894,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,96,13,4,0.3076923077
4895,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,97,13,0,0.0
4896,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,98,13,2,0.1538461538
4897,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,99,13,0,0.0
4898,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,100,13,0,0.0
4899,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,101,13,0,0.0
4900,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,102,13,0,0.0
4901,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,103,13,2,0.1538461538
4902,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,104,13,1,0.0769230769
4903,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,105,13,7,0.5384615385
4904,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,106,13,0,0.0
4905,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,107,13,0,0.0
4906,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,108,13,1,0.0769230769
4907,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,109,13,0,0.0
4908,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,110,13,0,0.0
4909,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,111,13,1,0.0769230769
4910,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,112,13,3,0.2307692308
4911,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,113,13,12,0.9230769231
4912,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,114,13,0,0.0
4913,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,115,13,0,0.0
4914,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,116,13,0,0.0
4915,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,117,13,4,0.3076923077
4916,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,118,13,0,0.0
4917,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,119,13,0,0.0
4918,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,120,13,0,0.0
4919,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,121,13,0,0.0
4920,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,122,13,0,0.0
4921,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,123,13,0,0.0
4922,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,124,13,4,0.3076923077
4923,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,125,13,0,0.0
4924,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,126,13,8,0.6153846154
4925,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,127,13,7,0.5384615385
4926,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,128,13,0,0.0
4927,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,129,13,0,0.0
4928,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,130,13,0,0.0
4929,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,131,13,9,0.6923076923
4930,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,132,13,0,0.0
4931,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,133,13,0,0.0
4932,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,134,13,5,0.3846153846
4933,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,135,13,1,0.0769230769
4934,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,136,13,1,0.0769230769
4935,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,137,13,0,0.0
4936,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,138,13,0,0.0
4937,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,139,13,1,0.0769230769
4938,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,140,13,1,0.0769230769
4939,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,141,13,1,0.0769230769
4940,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,142,13,2,0.1538461538
4941,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,143,13,0,0.0
4942,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,144,13,0,0.0
4943,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,145,13,0,0.0
4944,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,146,13,0,0.0
4945,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,147,13,0,0.0
4946,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,148,13,0,0.0
4947,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,149,13,2,0.1538461538
4948,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,150,13,0,0.0
4949,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,151,13,1,0.0769230769
4950,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,152,13,4,0.3076923077
4951,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,153,13,0,0.0
4952,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,154,13,0,0.0
4953,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,155,13,0,0.0
4954,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,156,13,1,0.0769230769
4955,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,157,13,0,0.0
4956,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,158,13,1,0.0769230769
4957,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,159,13,0,0.0
4958,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,160,13,5,0.3846153846
4959,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,161,13,1,0.0769230769
4960,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,162,13,2,0.1538461538
4961,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,163,13,0,0.0
4962,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,164,13,0,0.0
4963,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,165,13,0,0.0
4964,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,166,13,5,0.3846153846
4965,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,167,13,0,0.0
4966,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,168,13,2,0.1538461538
4967,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,169,13,0,0.0
4968,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,170,13,0,0.0
4969,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,171,13,0,0.0
4970,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,172,13,0,0.0
4971,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,173,13,1,0.0769230769
4972,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,174,13,0,0.0
4973,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,175,13,1,0.0769230769
4974,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,176,13,6,0.4615384615
4975,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,177,13,0,0.0
4976,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,178,13,0,0.0
4977,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,179,13,8,0.6153846154
4978,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,180,13,3,0.2307692308
4979,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,181,13,0,0.0
4980,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,182,13,1,0.0769230769
4981,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,183,13,0,0.0
4982,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,184,13,0,0.0
4983,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,185,13,8,0.6153846154
4984,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,186,13,0,0.0
4985,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,187,13,0,0.0
4986,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,188,13,0,0.0
4987,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,189,13,0,0.0
4988,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,190,13,0,0.0
4989,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,191,13,0,0.0
4990,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,192,13,0,0.0
4991,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,193,13,0,0.0
4992,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,194,13,8,0.6153846154
4993,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,195,13,5,0.3846153846
4994,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,196,13,0,0.0
4995,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,197,13,0,0.0
4996,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,198,13,0,0.0
4997,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,199,13,0,0.0
4998,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,200,13,3,0.2307692308
4999,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,201,13,0,0.0
5000,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,202,13,3,0.2307692308
5001,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,203,13,0,0.0
5002,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,204,13,0,0.0
5003,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,205,13,0,0.0
5004,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,206,13,0,0.0
5005,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,207,13,0,0.0
5006,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,208,13,0,0.0
5007,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,209,13,0,0.0
5008,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,210,13,0,0.0
5009,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,211,13,0,0.0
5010,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,212,13,0,0.0
5011,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,213,13,0,0.0
5012,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,214,13,2,0.1538461538
5013,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,215,13,0,0.0
5014,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,216,13,0,0.0
5015,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,217,13,8,0.6153846154
5016,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,218,13,0,0.0
5017,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,219,13,0,0.0
5018,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,220,13,1,0.0769230769
5019,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,221,13,1,0.0769230769
5020,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,222,13,8,0.6153846154
5021,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,223,13,1,0.0769230769
5022,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,224,13,11,0.8461538462
5023,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,225,13,3,0.2307692308
5024,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,226,13,0,0.0
5025,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,227,13,0,0.0
5026,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,228,13,0,0.0
5027,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,229,13,0,0.0
5028,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,230,13,0,0.0
5029,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,231,13,6,0.4615384615
5030,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,232,13,5,0.3846153846
5031,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,233,13,0,0.0
5032,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,234,13,0,0.0
5033,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,235,13,0,0.0
5034,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,236,13,0,0.0
5035,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,237,13,9,0.6923076923
5036,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,238,13,1,0.0769230769
5037,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,239,13,0,0.0
5038,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,240,13,0,0.0
5039,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,241,13,5,0.3846153846
5040,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,242,13,0,0.0
5041,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,243,13,0,0.0
5042,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,244,13,0,0.0
5043,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,245,13,0,0.0
5044,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,246,13,0,0.0
5045,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,247,13,0,0.0
5046,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,248,13,8,0.6153846154
5047,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,249,13,0,0.0
5048,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,250,13,1,0.0769230769
5049,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,251,13,9,0.6923076923
5050,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,252,13,0,0.0
5051,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,253,13,0,0.0
5052,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,254,13,1,0.0769230769
5053,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,255,13,0,0.0
5054,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,256,13,0,0.0
5055,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,257,13,0,0.0
5056,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,258,13,3,0.2307692308
5057,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,259,13,0,0.0
5058,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,260,13,0,0.0
5059,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,261,13,0,0.0
5060,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,262,13,0,0.0
5061,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,263,13,1,0.0769230769
5062,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,264,13,0,0.0
5063,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,265,13,0,0.0
5064,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,266,13,0,0.0
5065,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,267,13,0,0.0
5066,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,268,13,3,0.2307692308
5067,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,269,13,8,0.6153846154
5068,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,270,13,0,0.0
5069,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,271,13,0,0.0
5070,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,272,13,0,0.0
5071,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,273,13,0,0.0
5072,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,274,13,4,0.3076923077
5073,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,275,13,0,0.0
5074,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,276,13,2,0.1538461538
5075,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,277,13,0,0.0
5076,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,278,13,0,0.0
5077,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,279,13,2,0.1538461538
5078,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,280,13,7,0.5384615385
5079,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,281,13,0,0.0
5080,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,282,13,0,0.0
5081,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,283,13,0,0.0
5082,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,284,13,2,0.1538461538
5083,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,285,13,5,0.3846153846
5084,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,286,13,0,0.0
5085,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,287,13,1,0.0769230769
5086,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,288,13,1,0.0769230769
5087,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,289,13,9,0.6923076923
5088,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,290,13,0,0.0
5089,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,291,13,2,0.1538461538
5090,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,292,13,0,0.0
5091,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,293,13,0,0.0
5092,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,294,13,2,0.1538461538
5093,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,295,13,0,0.0
5094,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,296,13,0,0.0
5095,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,297,13,0,0.0
5096,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,298,13,0,0.0
5097,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,299,13,0,0.0
5098,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,300,13,1,0.0769230769
5099,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,301,13,3,0.2307692308
5100,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,302,13,7,0.5384615385
5101,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,303,13,0,0.0
5102,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,304,13,0,0.0
5103,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,305,13,0,0.0
5104,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,306,13,2,0.1538461538
5105,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,307,13,0,0.0
5106,qwen1.5-0.5b-chat,gsm8k_cot,0.7,-1,308,13,1,0.0769230769
