,model,pass1,win_rate,count,SE(A),SE_x(A),SE_pred(A)
32,20241025_composio_swekit,0.486,0.12342622950819672,1.0,0.022351912669836556,,
39,20241106_navie-2-gpt4o-sonnet,0.472,0.12839344262295083,1.0,0.02232559069767248,,
95,20250616_Skywork-SWE-32B+TTS_Bo8,0.47,0.12077049180327869,1.0,0.022320394261750844,,
83,20250520_openhands_devstral_small,0.468,0.1199672131147541,1.0,0.022314838112789438,,
31,20241023_emergent,0.466,0.11816393442622951,1.0,0.022308921982023246,,
40,20241108_autocoderover-v2.0-claude-3-5-sonnet-20241022,0.462,0.11478688524590164,1.0,0.022296008611408458,,
89,20250528_patchpilot_Co-PatcheR,0.46,0.1150327868852459,1.0,0.022289010745208053,,
22,20240924_solver,0.454,0.10973770491803278,1.0,0.022265848288354075,,
18,20240824_gru,0.452,0.11157377049180328,1.0,0.022257403262734853,,
59,20250118_codeshellagent_gemini_2.0_flash_experimental,0.442,0.11055737704918032,1.0,0.022209727598509622,,
21,20240920_solver,0.436,0.10516393442622951,1.0,0.02217674457624473,,
64,20250214_agentless_lite_o3_mini,0.424,0.11218032786885246,1.0,0.02210085971178497,,
88,20250527_amazon.nova-premier-v1.0,0.424,0.11224590163934427,1.0,0.02210085971178497,,
98,20250629_deepswerl_r2eagent,0.422,0.11183606557377049,1.0,0.022086919205719934,,
111,20250806_SWE-Exp_DeepSeek-V3,0.42,0.09791803278688524,1.0,0.02207260745811423,,
57,20250112_ugaiforge,0.416,0.09552459016393443,1.0,0.022042867327096993,,
37,20241030_nfactorial,0.416,0.10281967213114754,1.0,0.022042867327096993,,
67,20250226_swerl_llama3_70b,0.412,0.10211475409836065,1.0,0.02201163328787757,,
42,20241113_nebius-search-open-weight-models-11-24,0.406,0.09272131147540984,1.0,0.021961967125009547,,
27,20241016_composio_swekit,0.406,0.09206557377049181,1.0,0.021961967125009547,,
29,20241022_tools_claude-3-5-haiku,0.406,0.09465573770491803,1.0,0.021961967125009547,,
17,20240820_honeycomb,0.406,0.09981967213114754,1.0,0.021961967125009547,,
77,20250511_sweagent_lm_32b,0.402,0.09072131147540984,1.0,0.021926969694875762,,
36,20241029_epam-ai-run-claude-3-5-sonnet,0.396,0.09295081967213115,1.0,0.02187162545399861,,
33,20241028_agentless-1.5_gpt4o,0.388,0.09039344262295082,1.0,0.021792475765731623,,
14,20240721_amazon-q-developer-agent-20240719-dev,0.388,0.09404918032786885,1.0,0.021792475765731623,,
13,20240628_autocoderover-v20240620,0.384,0.09308196721311475,1.0,0.02175058619899703,,
104,20250725_sweagent_devstral_small_2507,0.38,0.08554098360655737,1.0,0.021707141681944216,,
94,20250616_Skywork-SWE-32B,0.38,0.08859016393442623,1.0,0.021707141681944216,,
11,20240617_factory_code_droid,0.37,0.0898360655737705,1.0,0.021591665058535898,,
12,20240620_sweagent_claude3.5sonnet,0.336,0.07542622950819672,1.0,0.02112363605064242,,
69,20250306_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor,0.328,0.07218032786885246,1.0,0.02099599961897504,,
9,20240612_MASAI_gpt4o,0.326,0.07237704918032786,1.0,0.020963015050321363,,
43,20241120_artemis_agent,0.32,0.07054098360655738,1.0,0.020861447696648477,,
26,20241007_nfactorial,0.316,0.06472131147540984,1.0,0.020791536739741004,,
46,20241128_SWE-Fixer_Qwen2.5-7b-retriever_Qwen2.5-72b-editor_20241128,0.302,0.06436065573770491,1.0,0.020532705618110828,,
24,20241002_lingma-agent_lingma-swe-gpt-72b,0.288,0.061,1.0,0.020251222185339826,,
28,20241016_epam-ai-run-gpt-4o,0.27,0.05721311475409836,1.0,0.019854470529329156,,
10,20240615_appmap-navie_gpt4o,0.262,0.053540983606557374,1.0,0.01966499427917537,,
23,20241001_nfactorial,0.258,0.05281967213114754,1.0,0.019567115270269147,,
8,20240509_amazon-q-developer-agent-20240430-dev,0.256,0.05531147540983607,1.0,0.01951737687293044,,
19,20240918_lingma-agent_lingma-swe-gpt-72b,0.25,0.04459016393442623,1.0,0.019364916731037084,,
16,20240820_epam-ai-run-gpt-4o,0.24,0.04368852459016393,1.0,0.019099738218101316,,
15,20240728_sweagent_gpt4o,0.232,0.043491803278688526,1.0,0.018877287940803362,,
97,20250627_agentless_MCTS-Refine-7B,0.232,0.0631311475409836,1.0,0.018877287940803362,,
7,20240402_sweagent_gpt4,0.224,0.041262295081967215,1.0,0.018645321128905237,,
25,20241002_lingma-agent_lingma-swe-gpt-7b,0.182,0.029819672131147543,1.0,0.01725549187939886,,
6,20240402_sweagent_claude3opus,0.158,0.024360655737704916,1.0,0.01631171358257617,,
20,20240918_lingma-agent_lingma-swe-gpt-7b,0.102,0.013721311475409836,1.0,0.013534843922262273,,
4,20240402_rag_claude3opus,0.07,0.009344262295081967,1.0,0.011410521460476731,,
0,20231010_rag_claude2,0.044,0.00619672131147541,1.0,0.009172131704244111,,
5,20240402_rag_gpt4,0.028,0.003622950819672131,1.0,0.007377804551490911,,
3,20231010_rag_swellama7b,0.014,0.0041147540983606555,1.0,0.00525433154644813,,
2,20231010_rag_swellama13b,0.012,0.002655737704918033,1.0,0.004869496893930624,,
1,20231010_rag_gpt35,0.004,0.0006229508196721311,1.0,0.002822764602300376,,
