,benchmark_id,model,example_id,pass1,count,date,hyperparams
2131090,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/26,1.0,1.0,,T0.2
2131091,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/27,1.0,1.0,,T0.2
2131092,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/28,1.0,1.0,,T0.2
2131093,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/29,1.0,1.0,,T0.2
2131094,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/30,1.0,1.0,,T0.2
2131095,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/31,1.0,1.0,,T0.2
2131096,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/32,1.0,1.0,,T0.2
2131097,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/33,0.0,1.0,,T0.2
2131098,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/34,1.0,1.0,,T0.2
2131099,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/35,0.0,1.0,,T0.2
2131100,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/36,1.0,1.0,,T0.2
2131101,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/37,1.0,1.0,,T0.2
2131102,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/38,0.0,1.0,,T0.2
2131103,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/39,1.0,1.0,,T0.2
2131104,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/40,1.0,1.0,,T0.2
2131105,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/41,1.0,1.0,,T0.2
2131106,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/42,1.0,1.0,,T0.2
2131107,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/43,1.0,1.0,,T0.2
2131108,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/44,0.0,1.0,,T0.2
2131109,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/45,1.0,1.0,,T0.2
2131110,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/46,1.0,1.0,,T0.2
2131111,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/47,1.0,1.0,,T0.2
2131112,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/48,1.0,1.0,,T0.2
2131113,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/49,1.0,1.0,,T0.2
2131114,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/50,1.0,1.0,,T0.2
2131115,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/51,1.0,1.0,,T0.2
2131116,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/52,1.0,1.0,,T0.2
2131117,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/53,1.0,1.0,,T0.2
2131118,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/54,1.0,1.0,,T0.2
2131119,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/55,1.0,1.0,,T0.2
2131120,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/56,1.0,1.0,,T0.2
2131121,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/57,1.0,1.0,,T0.2
2131122,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/58,1.0,1.0,,T0.2
2131123,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/59,1.0,1.0,,T0.2
2131124,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/60,1.0,1.0,,T0.2
2131125,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/61,1.0,1.0,,T0.2
2131126,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/62,1.0,1.0,,T0.2
2131127,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/63,1.0,1.0,,T0.2
2131128,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/64,1.0,1.0,,T0.2
2131129,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/65,1.0,1.0,,T0.2
2131130,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/66,0.0,1.0,,T0.2
2131131,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/67,1.0,1.0,,T0.2
2131132,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/68,1.0,1.0,,T0.2
2131133,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/69,1.0,1.0,,T0.2
2131134,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/70,0.0,1.0,,T0.2
2131135,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/71,1.0,1.0,,T0.2
2131136,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/72,1.0,1.0,,T0.2
2131137,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/73,1.0,1.0,,T0.2
2131138,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/74,1.0,1.0,,T0.2
2131139,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/75,1.0,1.0,,T0.2
2131140,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/76,1.0,1.0,,T0.2
2131141,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/77,1.0,1.0,,T0.2
2131142,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/78,1.0,1.0,,T0.2
2131143,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/79,1.0,1.0,,T0.2
2131144,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/80,1.0,1.0,,T0.2
2131145,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/81,1.0,1.0,,T0.2
2131146,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/82,1.0,1.0,,T0.2
2131147,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/83,1.0,1.0,,T0.2
2131148,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/84,1.0,1.0,,T0.2
2131149,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/85,1.0,1.0,,T0.2
2131150,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/86,1.0,1.0,,T0.2
2131151,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/87,1.0,1.0,,T0.2
2131152,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/88,0.0,1.0,,T0.2
2131153,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/89,1.0,1.0,,T0.2
2131154,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/90,1.0,1.0,,T0.2
2131155,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/91,1.0,1.0,,T0.2
2131156,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/92,1.0,1.0,,T0.2
2131157,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/93,1.0,1.0,,T0.2
2131158,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/94,1.0,1.0,,T0.2
2131159,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/95,1.0,1.0,,T0.2
2131160,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/96,1.0,1.0,,T0.2
2131161,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/97,1.0,1.0,,T0.2
2131162,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/98,0.0,1.0,,T0.2
2131163,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/99,0.0,1.0,,T0.2
2131164,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/100,1.0,1.0,,T0.2
2131165,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/101,1.0,1.0,,T0.2
2131166,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/102,1.0,1.0,,T0.2
2131167,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/103,1.0,1.0,,T0.2
2131168,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/104,1.0,1.0,,T0.2
2131169,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/105,1.0,1.0,,T0.2
2131170,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/106,1.0,1.0,,T0.2
2131171,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/107,1.0,1.0,,T0.2
2131172,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/108,1.0,1.0,,T0.2
2131173,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/109,1.0,1.0,,T0.2
2131174,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/110,1.0,1.0,,T0.2
2131175,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/111,1.0,1.0,,T0.2
2131176,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/112,0.0,1.0,,T0.2
2131177,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/113,0.0,1.0,,T0.2
2131178,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/114,1.0,1.0,,T0.2
2131179,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/115,1.0,1.0,,T0.2
2131180,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/116,1.0,1.0,,T0.2
2131181,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/117,1.0,1.0,,T0.2
2131182,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/118,0.0,1.0,,T0.2
2131183,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/119,1.0,1.0,,T0.2
2131184,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/120,1.0,1.0,,T0.2
2131185,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/121,1.0,1.0,,T0.2
2131186,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/122,1.0,1.0,,T0.2
2131187,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/123,1.0,1.0,,T0.2
2131188,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/124,1.0,1.0,,T0.2
2131189,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/125,0.0,1.0,,T0.2
2131190,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/126,0.0,1.0,,T0.2
2131191,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/127,1.0,1.0,,T0.2
2131192,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/128,0.0,1.0,,T0.2
2131193,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/129,0.0,1.0,,T0.2
2131194,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/130,0.0,1.0,,T0.2
2131195,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/131,1.0,1.0,,T0.2
2131196,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/132,1.0,1.0,,T0.2
2131197,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/133,1.0,1.0,,T0.2
2131198,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/134,1.0,1.0,,T0.2
2131199,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/135,1.0,1.0,,T0.2
2131200,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/136,1.0,1.0,,T0.2
2131201,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/137,0.0,1.0,,T0.2
2131202,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/138,1.0,1.0,,T0.2
2131203,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/139,1.0,1.0,,T0.2
2131204,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/140,1.0,1.0,,T0.2
2131205,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/141,1.0,1.0,,T0.2
2131206,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/142,1.0,1.0,,T0.2
2131207,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/143,1.0,1.0,,T0.2
2131208,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/144,1.0,1.0,,T0.2
2131209,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/145,1.0,1.0,,T0.2
2131210,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/146,1.0,1.0,,T0.2
2131211,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/147,1.0,1.0,,T0.2
2131212,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/148,1.0,1.0,,T0.2
2131213,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/149,0.0,1.0,,T0.2
2131214,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/150,0.0,1.0,,T0.2
2131215,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/151,1.0,1.0,,T0.2
2131216,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/152,1.0,1.0,,T0.2
2131217,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/153,1.0,1.0,,T0.2
2131218,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/154,1.0,1.0,,T0.2
2131219,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/155,1.0,1.0,,T0.2
2131220,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/156,1.0,1.0,,T0.2
2131221,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/157,1.0,1.0,,T0.2
2131222,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/158,1.0,1.0,,T0.2
2131223,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/159,0.0,1.0,,T0.2
2131224,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/160,1.0,1.0,,T0.2
2131225,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/161,0.0,1.0,,T0.2
2131226,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/162,0.0,1.0,,T0.2
2131227,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/163,0.0,1.0,,T0.2
2131228,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/164,1.0,1.0,,T0.2
2131229,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/165,1.0,1.0,,T0.2
2131230,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/166,1.0,1.0,,T0.2
2131231,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/167,1.0,1.0,,T0.2
2131232,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/168,1.0,1.0,,T0.2
2131233,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/169,0.0,1.0,,T0.2
2131234,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/170,1.0,1.0,,T0.2
2131235,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/171,1.0,1.0,,T0.2
2131236,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/172,1.0,1.0,,T0.2
2131237,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/173,1.0,1.0,,T0.2
2131238,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/174,1.0,1.0,,T0.2
2131239,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/175,0.0,1.0,,T0.2
2131240,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/176,1.0,1.0,,T0.2
2131241,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/177,0.0,1.0,,T0.2
2131242,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/178,0.0,1.0,,T0.2
2131243,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/179,1.0,1.0,,T0.2
2131244,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/180,1.0,1.0,,T0.2
2131245,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/181,0.0,1.0,,T0.2
2131246,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/182,1.0,1.0,,T0.2
2131247,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/183,0.0,1.0,,T0.2
2131248,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/184,1.0,1.0,,T0.2
2131249,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/185,0.0,1.0,,T0.2
2131250,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/186,1.0,1.0,,T0.2
2131251,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/187,1.0,1.0,,T0.2
2131252,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/188,1.0,1.0,,T0.2
2131253,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/189,1.0,1.0,,T0.2
2131254,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/190,0.0,1.0,,T0.2
2131255,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/191,1.0,1.0,,T0.2
2131256,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/192,0.0,1.0,,T0.2
2131257,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/193,1.0,1.0,,T0.2
2131258,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/194,1.0,1.0,,T0.2
2131259,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/195,0.0,1.0,,T0.2
2131260,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/196,1.0,1.0,,T0.2
2131261,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/197,1.0,1.0,,T0.2
2131262,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/198,0.0,1.0,,T0.2
2131263,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/199,0.0,1.0,,T0.2
2131264,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/200,1.0,1.0,,T0.2
2131265,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/201,1.0,1.0,,T0.2
2131266,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/202,1.0,1.0,,T0.2
2131267,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/203,1.0,1.0,,T0.2
2131268,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/204,1.0,1.0,,T0.2
2131269,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/205,0.0,1.0,,T0.2
2131270,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/206,1.0,1.0,,T0.2
2131271,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/207,1.0,1.0,,T0.2
2131272,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/208,1.0,1.0,,T0.2
2131273,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/209,0.0,1.0,,T0.2
2131274,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/210,1.0,1.0,,T0.2
2131275,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/211,0.0,1.0,,T0.2
2131276,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/212,1.0,1.0,,T0.2
2131277,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/213,1.0,1.0,,T0.2
2131278,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/214,1.0,1.0,,T0.2
2131279,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/215,1.0,1.0,,T0.2
2131280,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/216,1.0,1.0,,T0.2
2131281,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/217,1.0,1.0,,T0.2
2131282,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/218,0.0,1.0,,T0.2
2131283,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/219,1.0,1.0,,T0.2
2131284,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/220,0.0,1.0,,T0.2
2131285,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/221,1.0,1.0,,T0.2
2131286,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/222,1.0,1.0,,T0.2
2131287,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/223,1.0,1.0,,T0.2
2131288,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/224,1.0,1.0,,T0.2
2131289,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/225,1.0,1.0,,T0.2
2131290,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/226,1.0,1.0,,T0.2
2131291,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/227,1.0,1.0,,T0.2
2131292,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/228,1.0,1.0,,T0.2
2131293,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/229,0.0,1.0,,T0.2
2131294,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/230,1.0,1.0,,T0.2
2131295,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/231,1.0,1.0,,T0.2
2131296,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/232,1.0,1.0,,T0.2
2131297,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/233,0.0,1.0,,T0.2
2131298,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/234,1.0,1.0,,T0.2
2131299,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/235,1.0,1.0,,T0.2
2131300,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/236,1.0,1.0,,T0.2
2131301,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/237,1.0,1.0,,T0.2
2131302,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/238,1.0,1.0,,T0.2
2131303,CRUXEval-output-T0.2,claude-3-opus-20240229+cot,CRUXEval-output/239,0.0,1.0,,T0.2
